"Deleting these exercises will permanently remove them from the system, along with all associated submissions. This action is irreversible. Are you sure you want to proceed?","Xóa các bài tập này sẽ xóa vĩnh viễn chúng khỏi hệ thống, cùng với tất cả các bài nộp liên quan. Hành động này là không thể đảo ngược. Bạn có chắc chắn muốn tiếp tục không?"
"Deleting this batch will also delete all its data including enrolled students, linked courses, assessments, feedback and discussions. Are you sure you want to continue?","Xóa đợt này cũng sẽ xóa tất cả dữ liệu của nó bao gồm số sinh viên đã đăng ký, các khóa học được liên kết, đánh giá, phản hồi và thảo luận. Bạn có chắc chắn muốn tiếp tục không?"
Deleting this chapter will also delete all its lessons and permanently remove it from the course. This action cannot be undone. Are you sure you want to continue?,Xóa chương này cũng sẽ xóa tất cả các bài học trong đó và xóa vĩnh viễn khỏi khóa học. Không thể hoàn tác hành động này. Bạn có chắc chắn muốn tiếp tục không?
Deleting this lesson will permanently remove it from the course. This action cannot be undone. Are you sure you want to continue?,Xóa bài học này sẽ xóa vĩnh viễn nó khỏi khóa học. Không thể hoàn tác hành động này. Bạn có chắc chắn muốn tiếp tục không?
Description,Mô tả
designed as a learning path to guide your progress. You may take the courses in any order that suits you.,được thiết kế như một lộ trình học tập để định hướng tiến độ của bạn. Bạn có thể học các khóa theo bất kỳ thứ tự nào phù hợp với mình.
"designed as a structured learning path to guide your progress. Courses in this program must be taken in order, and each course will unlock as you complete the previous one.",được thiết kế như một lộ trình học tập có cấu trúc để hướng dẫn sự tiến bộ của bạn. Các khóa học trong chương trình này phải được thực hiện theo thứ tự và mỗi khóa học sẽ mở khóa khi bạn hoàn thành khóa học trước đó.
Desk,Bàn làm việc
Detailed Data from AI,Dữ liệu chi tiết từ AI
Detailed Dissatisfaction Feedback,Chi tiết các phản hồi chưa hài lòng
Detailed insights and performance analysis for this session.,Thông tin chi tiết và phân tích hiệu suất cho phiên này.
Detailed per-question feedback,Nhận xét chi tiết cho từng câu
Details,Chi tiết
Disable PWA,Vô hiệu hóa PWA
Disable Self Enrollment,Tắt tính năng tự đăng ký
Disable signup,Tắt đăng ký
Disabled,Đã tắt
Discard,Hủy thay đổi
Discount,Giảm giá
Discount Amount,Số tiền giảm
Discount Percentage,Phần trăm giảm
Discount Type,Loại giảm giá
Discussion Setup,Thiết lập thảo luận
Discussions,Thảo luận
Display name in this session,Tên hiển thị trong phiên này
Dissatisfied,Chưa hài lòng
Document,Tài liệu
Document Name,Tên tài liệu
Document Type,Loại tài liệu
Documents,Tài liệu
Don't have an account?,Bạn chưa có tài khoản?
Download,Tải xuống
Drag & Drop,Kéo và thả
Drag & drop or click to upload,Kéo thả hoặc nhấn để tải lên
Drag & Drop Sort,Kéo và thả Sắp xếp
Drag and drop document here,Kéo thả tài liệu vào đây
Drop items here in order,Thả các mục vào đây theo thứ tự
Duration,Thời lượng
Duration (in minutes),Thời lượng (tính bằng phút)
Duration (minutes),Thời lượng (phút)
Duration (Minutes),Thời lượng (Phút)
Duration of the live class in minutes,Thời lượng của lớp học trực tiếp tính bằng phút
Duration: 90 min · Date: 15/11/2024,Thời gian: 90 phút · Ngày: 15/11/2024
Dành cho chấm điểm thủ công hoặc các cấu trúc đề thi tùy chỉnh không qua hình ảnh.,Phân loại cho công cụ điểm hoặc các cấu trúc cấu hình không có hình ảnh tùy chọn.
Dẫn chứng tốt,Chứng từ tốt
Dữ liệu đã được đồng bộ tự động.,Dữ liệu đã được tự động đồng bộ.
e.g.,Students can solve quadratic equations
e.g. 120145,VD: 120145
"e.g. 12A1, 12A2","VD: 12A1, 12A2"
e.g. 12A1-023,ví dụ. 12A1-023
e.g. IST,UTC
"e.g. IST, UTC, GMT...","ví dụ. IST, UTC, GMT..."
e.g. Midterm II — 2024–2025,VD: Khảo sát Giữa kỳ I - 2024
e.g. Nguyen Van A,VD: Nguyễn Văn A
Each criterion is scored independently before AI summary generation.,Mỗi tiêu chí được chấm độc lập trước khi tạo phần tổng kết AI.
Earn XP & level up,Kiếm XP và tăng cấp
earned,đã đạt
Earned,Đã đạt
Edit,Chỉnh sửa
Edit Assignment,Chỉnh sửa bài tập
Edit Badge,Chỉnh sửa huy hiệu
Edit Badge Assignment,Chỉnh sửa việc gán huy hiệu
Edit Chapter,Chỉnh sửa chương
Edit Coupon,Chỉnh sửa phiếu giảm giá
Edit Email Template,Chỉnh sửa mẫu email
Edit Job,Chỉnh sửa công việc
Edit Lesson,Chỉnh sửa bài học
Edit Payment Gateway,Chỉnh sửa Cổng thanh toán
Edit Profile,Chỉnh sửa hồ sơ
Edit Program,Chỉnh sửa chương trình
Edit Programming Exercise,Chỉnh sửa bài tập lập trình
Edit Question,Chỉnh sửa câu hỏi
Edit Session,Chỉnh sửa phiên
Edit Student Info,Chỉnh sửa thông tin sinh viên
Edit Template,Chỉnh sửa mẫu
Edit the question,Chỉnh sửa câu hỏi
Edit Zoom Account,Chỉnh sửa tài khoản Zoom
Education Level,Trình độ học vấn
Email,Email
Email ID,Email
Email sent successfully,Email đã được gửi thành công
Email sent successfully!,Đã gửi email thành công!
Email Template,Mẫu email
Email Template created successfully,Mẫu email được tạo thành công
Email Template updated successfully,Mẫu email được cập nhật thành công
Email Templates,Mẫu email
Email Templates deleted successfully,Mẫu email đã được xóa thành công
Empty archive,Kho lưu trữ trống
Enable Negative Marking,Bật đánh dấu phủ định
Enable this only if you want to upload a SCORM package as a chapter.,Chỉ kích hoạt tính năng này nếu bạn muốn tải lên gói SCORM dưới dạng chương.
Enabled,Đã bật
Enabling this will publish the certificate on the certified participants page.,Việc kích hoạt tính năng này sẽ xuất bản chứng chỉ trên trang người tham gia được chứng nhận.
End of list,Cuối danh sách
End Time,Thời gian kết thúc
Ended,Đã kết thúc
Enforce Course Order,Thực thi thứ tự khóa học
ENG-302 / Midterm Essay / 24 submissions,ENG-302 / Bài luận giữa kỳ / 24 bài nộp
English,Tiếng Anh
Enroll,Tham gia
Enroll a Student,Ghi danh một sinh viên
Enroll Member to Program,Đăng ký thành viên vào chương trình
Enroll Now,Ghi danh ngay
Enrolled,Đã ghi danh
Enrolled Students,Học viên đã ghi danh
Enrollment for Program {0},Đăng ký chương trình {0}
Enrollments,tuyển sinh
Enrollments per day,Số đăng ký mỗi ngày
Enter a Coupon Code,Nhập mã giảm giá
Enter a URL,Nhập một URL
Enter class name,Nhập tên lớp
Enter email subject,Nhập chủ đề email
Enter grading session name,Nhập tên phiên chấm
Enter keyword to start,Nhập từ khóa để bắt đầu
Enter level,Nhập cấp độ
Enter notes for this session...,Nhập ghi chú cho phiên này...
Enter reply to email,Nhập trả lời email
Enter session name,Nhập tên phiên
Enter specific instructions,deductions
"Enter specific instructions, deductions, focal points for AI to evaluate...","Nhập các hướng dẫn cụ thể, điểm cần trừ, hoặc barem chi tiết để AI đánh giá..."
Enter student name,Nhập tên học sinh
Enter subject,Nhập chủ đề
Enter your answer or question...,Nhập câu trả lời hoặc thắc mắc của bạn...
Equation has,Phương trình có
equation has no real roots.,phương trình vô nghiệm.
Error creating badge,Lỗi tạo huy hiệu
Error creating email template,Lỗi tạo mẫu email
Error creating Zoom Account,Lỗi tạo tài khoản Zoom
Error deleting badge,Lỗi xóa huy hiệu
Error deleting email templates,Lỗi xóa mẫu email
Error saving scores:,Lỗi lưu điểm:
Error updating email template,Lỗi cập nhật mẫu email
Error updating Zoom Account,Lỗi cập nhật tài khoản Zoom
Error: no-solution condition should be Δ < 0,Lỗi sai: điều kiện vô nghiệm phải là Δ < 0
Essay,Tự luận
Essay Grading Workspace,Không gian làm việc chấm tự luận
Evaluate all attempts and generate confidence scores.,Đánh giá toàn bộ lượt làm và tạo điểm độ tin cậy.
evaluation,đánh giá
Evaluation,Sự đánh giá
Evaluation + Creativity,Đánh giá + Sáng tạo
Evaluation Criteria,Tiêu chí đánh giá
Evaluation End Date,Ngày kết thúc đánh giá
Evaluation On:,Đánh giá vào:
Evaluation saved successfully,Đã lưu đánh giá thành công
evaluations,đánh giá
Evaluations,Đánh giá
Evaluator,Người đánh giá
Evaluator added successfully,Người đánh giá đã được thêm thành công
Evaluator deleted successfully,Người đánh giá đã được xóa thành công
Evaluators,Người đánh giá
Event,Sự kiện
Exact AI,Chính xác AI
Exam Grading,Chấm thi
Exam Prep,Ôn thi chứng chỉ
Exam requires session,Bài thi yêu cầu tạo phiên
Exam Setup,Thiết lập Đề thi
Example: 12A1,Ví dụ: 12A1
Example: 15-min Math Test,Ví dụ: Kiểm tra 15p Toán
Example: Final exam in History subject,Ví dụ: Kiểm tra cuối kỳ môn Lịch sử
Example: Focus on chapter 2 knowledge,practical questions...
"Example: Grade 10, Grade 12","Ví dụ: Lớp 10, Lớp 12"
Example: IST (+5:30),Ví dụ: IST (+5:30)
Example: Law of Universal Gravitation,Ví dụ: Định luật Vạn vật hấp dẫn
Example: Midterm Math Exam,Ví dụ: Kiểm tra giữa kỳ Toán
"Example: Physics, Math, History...","Ví dụ: Vật lý, Toán học, Lịch sử..."
Excellence Rate,Tỉ lệ điểm giỏi
Excellent,Giỏi
Excellent learning performance.,Hiệu suất học tập xuất sắc.
EXCELLENT WORK,BÀI LÀM ĐẠT ĐIỂM GIỎI
Exercise,Bài tập
Exercise deleted successfully,Bài tập đã được xóa thành công
Exit Session,Thoát phiên chấm
Expand,Mở rộng
Expected Answer,Đáp án mong đợi
Expected Output,Sản lượng dự kiến
Expires On,Hết hạn vào
Expiry Date,Ngày hết hạn
Explain the most difficult concept in this article,Giải thích khái niệm khó nhất trong bài này
Explanation,Giải thích
Export CSV,Xuất CSV
Export format,Định dạng xuất file
Export Grades,Export Grades
Export PDF reports & LMS sync,Xuất báo cáo PDF & đồng bộ LMS
Export to Excel,Xuất Excel
Export Word,Xuất từ
Exporting...,Đang xuất...
Extracting content...,Đang trích xuất nội dung...
Fail,Không đạt
fail,làm sai
Failed,Thất bại
Failed to create badge assignment:,Không tạo được huy hiệu:
Failed to enroll in program: {0},Không đăng ký được chương trình: {0}
Failed to send email,Không gửi được email
Failed to submit. Please try again. {0},Không thể gửi. Vui lòng thử lại. {0}
Failed to update badge assignment:,Không cập nhật được việc gán huy hiệu:
Failed to update language. Please try refreshing the page.,Không thể cập nhật ngôn ngữ. Hãy thử làm mới trang.
Failed to update meta tags {0},Không cập nhật được thẻ meta {0}
Fast setup,clean review
"Fast setup, clean review, better grading consistency.","Thiết lập nhanh, đánh giá rõ ràng, tính nhất quán chấm điểm tốt hơn."
Favicon,Biểu tượng yêu thích
Featured,Nổi bật
Feedback,Phản hồi
Feedback Quality,Chất lượng phản hồi
Feel free to make edits to your submission if needed.,Vui lòng chỉnh sửa nội dung gửi của bạn nếu cần.
File,Tài liệu
Files,Tập tin
Fill in the blank,Điền vào chỗ trống
Filter assignments by course,Lọc bài tập theo khóa học
Filter by Billing Name,Lọc theo tên thanh toán
Filter by Exercise,Lọc theo bài tập
Filter by Member,Lọc theo thành viên
Filter by Status,Lọc theo trạng thái
Final (40%),Cuối cùng (40%)
Final Score:,Điểm cuối cùng:
Find lessons...,Tìm bài học...
First Name,Tên
Flag,Lá cờ
Flagged Answers,Câu trả lời bị gắn cờ
Flip cards and match pairs to test your memory,Lật thẻ và ghép các cặp để kiểm tra trí nhớ của bạn
"Focus on key concepts, practice with short quizzes daily, and review incorrect answers before retrying.","Tập trung vào các khái niệm chính, luyện tập với các câu đố ngắn hàng ngày và xem lại các câu trả lời sai trước khi thử lại."
Forgot Password?,Quên mật khẩu?
Freelance,Làm tự do
Friday,Thứ sáu
From,Từ
Full Name,Tên đầy đủ
Full Time,Toàn thời gian
Game Center,Trung tâm trò chơi
Game Over!,Trò chơi kết thúc!
Games,Trò chơi
games available,trò chơi có sẵn
Gamified Assessment,Đánh giá bằng trò chơi
Gateway,Cổng thanh toán
Gateways,Cổng
General,Tổng quan
General Discussion,Thảo luận chung
General Discussion Session,Phiên thảo luận chung
General Knowledge,Kiến thức chung
Generate,Tạo
Generate Certificates,Tạo chứng chỉ
Generate Draft Feedback,Tạo phản hồi nháp
Generate Lesson Plan with AI,Tạo kế hoạch bài học bằng AI
Generate Plan,Tạo kế hoạch
Generate Rubric,Tạo phiếu tự đánh giá
Generate Rubric with AI,Tạo phiếu tự đánh giá bằng AI
Generate with AI,Tạo bằng AI
Generate your first assessment rubric using AI or create one manually.,Tạo phiếu tự đánh giá đầu tiên của bạn bằng AI hoặc tạo phiếu tự đánh giá theo cách thủ công.
Generate your first lesson plan with AI or create manually.,Tạo giáo án đầu tiên của bạn bằng AI hoặc tạo thủ công.
Generating...,Đang tạo...
Geography,Địa lý
Get Certificate,Nhận chứng chỉ
Get Certified,Nhận chứng chỉ
Get the app on your device for easy access & a better experience!,Tải ứng dụng trên thiết bị của bạn để dễ dàng truy cập và trải nghiệm tốt hơn!
Get the app on your iPhone for easy access & a better experience,Tải ứng dụng trên iPhone của bạn để dễ dàng truy cập và trải nghiệm tốt hơn
GitHub ID,ID GitHub
Global Ranking,Xếp hạng toàn cầu
Good,Tốt
GOOD PERFORMANCE,THÀNH TÍCH TỐT
Good understanding of the process. Need to write full solution set and pay attention to the no-solution condition sign.,Em hiểu bài khá tốt. Cần lưu ý ghi đầy đủ tập kết luận và nhớ kỹ dấu của các trường hợp biện luận nhé.
GPA,GPA
Grade,Điểm
Grade 1,Lớp 1
Grade 10,Lớp 10
Grade 11,Lớp 11
Grade 12,Lớp 12
"Grade 15–45 minute tests. Upload in batch, AI grades automatically and returns insights instantly.","Tải bài lên hàng loạt, AI tự động chấm và trả kết quả phân tích tức thì."
Grade 1–12 school English,Tiếng Anh lớp 1–12
Grade 2,Lớp 2
Grade 3,Lớp 3
Grade 4,Lớp 4
Grade 5,Lớp 5
Grade 6,Lớp 6
Grade 7,Lớp 7
Grade 8,Lớp 8
Grade 9,Lớp 9
Grade All,Chấm tất cả bài
"Grade all MCQ submissions in one go. Fast, reliable, and scalable for large classes.","Chấm điểm tất cả bài nộp MCQ trong một lần. Nhanh chóng, đáng tin cậy và có thể mở rộng cho các lớp học lớn."
Grade Block,Khối
Grade Document,Chấm bài này
Grade Exams,Chấm bài kiểm tra
Grade Homework,Chấm Bài Tập Về Nhà
"Grade homework and practice assignments. Provide detailed, encouraging feedback efficiently in batches.",Chấm bài tập về nhà. Cung cấp nhận xét chi tiết và mang tính xây dựng cho học sinh.
Grade Level,Khối lớp
"Grade official exams with session management. Create sessions, track progress and export results.",Chấm bài thi chính thức với quản lý theo phiên. Theo dõi tiến độ và xuất kết quả chi tiết.
Grade Quick Tests,Chấm nhanh bài tập
Grade Tests,Chấm bài kiểm tra
Gradebook,Sổ điểm
Gradebook Dashboard,Bảng điều khiển sổ điểm
Gradebook Overview,Gradebook Overview (Bảng điểm)
Graded,Đã chấm
Graded today,Đã chấm hôm nay
Graded Today,Đã chấm điểm hôm nay
Grades,Điểm
Grades & Competencies,Bảng điểm & Năng lực (Grades)
Grading,Chấm điểm
Grading Criteria,Tiêu Chí Chấm
Grading Guide & Support,Hướng Dẫn & Hỗ Trợ Chấm
Grading Guide / Rubric,Hướng dẫn chấm / Rubric
Grading in progress...,Đang tiến hành chấm!
Grading Progress,Tiến độ chấm điểm
Grading Scale,Thang điểm
Grading Session,Phiên chấm điểm
Grading Session Name,Tên bài chấm
Grading Sessions,Các phiên chấm bài
Grading...,Đang chấm điểm...
GradingBook,GradingBook
Grant Only Once,Chỉ cấp một lần
Great job! Keep up the good work! \u{1F31F},Làm tốt lắm! Hãy tiếp tục làm tốt công việc của mình nhé! \u{1F31F}
Great performance. Your average score is in the high band.,Hiệu suất tuyệt vời. Điểm trung bình của bạn ở mức cao.
"Great question. Include your course name, lesson topic, and where you are stuck so I can help with a more targeted answer.","Câu hỏi hay. Hãy bao gồm tên khóa học, chủ đề bài học và điểm bạn gặp khó khăn để tôi có thể giúp đưa ra câu trả lời có mục tiêu hơn."
GST Amount,Số tiền GST
GST Number,Số GST
GSTIN,GSTIN
Have a doubt?,Bạn có thắc mắc?
Headline,Dòng tiêu đề
"Hello {0},","Chào {0},"
Hello! I am your AI learning assistant. What would you like to discuss today?,Chào bạn! Tôi là trợ lý AI học tập. Hôm nay bạn muốn thảo luận về nội dung gì?
"Hello! I am your smart learning assistant. Ask me anything about studying, assignments, or exam preparation.","Xin chào! Tôi là trợ lý học tập thông minh của bạn. Hỏi tôi bất cứ điều gì về việc học, bài tập hoặc luyện thi."
Help,Trợ giúp
Help us improve by providing your feedback.,Hãy giúp chúng tôi cải thiện bằng cách cung cấp phản hồi của bạn.
Help us improve our course material.,Hãy giúp chúng tôi cải thiện nội dung khóa học.
Help us understand your needs,Hãy giúp chúng tôi hiểu nhu cầu của bạn
Hey,Chào
"Hey, my name is","Xin chào, tên tôi là"
High,Cao
High Scores (>=8),Điểm cao (>=8)
High Scores (≥8),Điểm cao (≥8)
Highlight,Điểm nổi bật
Hint ({0}),Gợi ý ({0})
Hiring,tuyển dụng
History,Lịch sử
HISTORY,LỊCH SỬ
History:,Lịch sử:
Home,Trang chủ
Homework & Assignments,Bài tập về nhà
Hours Spent,Số giờ đã sử dụng
Hours Spent Learning,Số giờ dành cho việc học
How to add a Quiz?,Làm cách nào để thêm Câu đố?
How to add a YouTube Video?,Làm cách nào để thêm Video YouTube?
How to remove an embed?,Làm thế nào để loại bỏ một nhúng?
How to upload content from your system?,Làm cách nào để tải lên nội dung từ hệ thống của bạn?
Human review gate & audit trail,Kiểm duyệt lại bởi giáo viên
Hybrid,lai
Hãy bắt đầu bài học đầu tiên hoặc thử tìm kiếm với từ khóa khác.,Hãy bắt đầu bài học đầu tiên hoặc thử tìm kiếm các từ khóa khác.
Hãy tạo phiên mới để bắt đầu chấm bài bằng AI,Vui lòng tạo phiên bản mới để bắt đầu bài viết bằng AI
Hướng dẫn & Quy trình,Hướng dẫn & quy trình
Hướng dẫn chi tiết cách sử dụng hệ thống chấm điểm thông minh bằng trí tuệ nhân tạo (AI).,Hướng dẫn chi tiết cách sử dụng hệ thống chấm thông minh bằng trí tuệ nhân tạo (AI).
Hướng dẫn Chấm Trắc nghiệm,Trắc nghiệm hướng dẫn
Hướng dẫn Chấm Tự luận,Hướng dẫn Tự luận
Hệ thống AI Grading sử dụng các mô hình ngôn ngữ lớn (LLM) tiên tiến nhất hiện nay để phân tích hình ảnh,nhận diện chữ viết và chấm điểm dựa trên tiêu chí bạn cung cấp.
Hệ thống Socratic Tutor không chỉ đưa ra đáp án,chúng tôi giúp bạn tự tìm ra câu trả lời bằng cách gợi mở và phân tích sâu sắc.
Hệ thống Tomosa AI,Tomosa AI System System
Hệ thống tích hợp các công cụ AI tiên tiến nhất để hỗ trợ giáo viên trong việc giảng dạy và giúp học sinh khai phá tiềm năng bản thân.,Hệ thống tích hợp các công cụ AI tiên tiến nhất để hỗ trợ giáo viên trong công việc giảng dạy và giúp học sinh khai phá tiềm năng bản thân.
Học tập thông minh hơn với AI.,Học tập thông tin hơn với AI.
Hỏi đáp tổng hợp,Hỏi tổng hợp câu trả lời
Hỗ trợ .doc,.docx
Hỗ trợ PDF,DOCX
Hỗ trợ: PDF,DOCX (Tối đa 10MB)
I am unavailable,tôi không rảnh
I consent to my personal information being stored for invoicing,Tôi đồng ý lưu trữ thông tin cá nhân của tôi để lập hoá đơn
Icon,Biểu tượng
ID,NHẬN DẠNG
Identify User Category,Xác định danh mục người dùng
If Include in Preview is enabled for a lesson then the lesson will also be accessible to non logged in users.,Nếu tính năng Bao gồm trong Bản xem trước được bật cho một bài học thì người dùng chưa đăng nhập cũng sẽ có thể truy cập được bài học đó.
"If you answer incorrectly, {0} {1} will be deducted from your score for each incorrect answer.","Nếu bạn trả lời sai, {0} {1} sẽ bị trừ điểm cho mỗi câu trả lời sai."
"If you don't have an answer file, enter answers manually (A, B, C...). You should upload a ""Sample Answer Sheet Image"" for better AI recognition.","Nếu bạn không có file đáp án sẵn, hãy nhập thủ công đáp án cho từng câu (A, B, C...). Bạn nên tải lên thêm một ""Ảnh mẫu tờ bài làm"" để AI nhận diện vị trí các ô khoanh tốt hơn."
"If you fail to do so, the quiz will be automatically submitted when the timer ends.","Nếu bạn không làm như vậy, bài kiểm tra sẽ tự động được gửi khi hết giờ."
Image,Hình ảnh
Image Added,Đã thêm ảnh
Image Inputs,Đầu vào hình ảnh
Image search powered by,Tìm kiếm hình ảnh được cung cấp bởi
Images,Hình ảnh
Import,Nhập khẩu
Import Batch,Nhập lớp học
Import Course,Nhập Khóa học
Import Questions,Nhập câu hỏi
Improvement area: Build a consistent study rhythm with 3 focused sessions each week.,Lĩnh vực cải thiện: Xây dựng nhịp độ học tập nhất quán với 3 buổi học tập trung mỗi tuần.
Improvement area: Core concepts and basic practice need reinforcement this week.,Lĩnh vực cần cải thiện: Các khái niệm cốt lõi và thực hành cơ bản cần được củng cố trong tuần này.
Improvement area: Focus on topics where your score dropped below 7.,Lĩnh vực cần cải thiện: Tập trung vào các chủ đề mà điểm của bạn giảm xuống dưới 7.
Improvement area: Keep depth in explanation to maintain stable high scores.,Lĩnh vực cần cải thiện: Duy trì chiều sâu trong phần giải thích để duy trì điểm cao ổn định.
In Progress,Đang tiến hành
in the last,cuối cùng
Incorrect,Không đúng
Inferring and analyzing...,Đang suy luận và phân tích...
Information sent to AI,Thông tin được gửi cho AI
Input,đầu vào
Insights,Thông tin chi tiết
Inspect low-confidence rows before final publishing.,Kiểm tra các dòng có độ tin cậy thấp trước khi công bố cuối cùng.
Install,Cài đặt
Install Frappe Learning,Cài đặt Frappe Learning
Instructor,Giảng viên
Instructor Notes,Ghi chú của người hướng dẫn
Instructors,Giảng viên
Instructor Dashboard, Bảng điều khiển giảng viên
Interest,Mối quan tâm
Internet-Based Test (iBT),Internet-Based Test (iBT)
Introduction,Giới thiệu
Invite your team and students,Mời nhóm và sinh viên của bạn
Issue a Certificate,Cấp giấy chứng nhận
Issue Date,Ngày phát hành
Issued On,Ngày phát hành
Issued on,Phát hành vào ngày
JavaScript,JavaScript   
Job,Công việc
Job Details,Chi tiết công việc
Job Openings,Cơ hội việc làm
Jobs,Công việc
Join,Tham gia
Join Call,Tham gia cuộc gọi
Join Meeting,Tham gia cuộc họp
Joined at,Đã tham gia tại
"JPG, PNG (Max 5MB)","Hỗ trợ: JPG, PNG (Tối đa 5MB)"
Jump to,Chuyển tới
Keep going,
"Keep going,","Tiếp tục đi,"
Keep practicing! You'll get better! \u{1F4DA},Hãy tiếp tục luyện tập! Bạn sẽ khỏe hơn! \u{1F4DA}
KET / PET / FCE / CAE / CPE,KET / PET / FCE / CAE / CPE
Khi bạn chọn một Khóa học hoặc Bài học,Trợ lý sẽ tự động giới hạn phạm vi kiến thức trong các nội dung liên quan để tránh nhầm lẫn.
Khám phá tri thức qua,Khám phá tri thức
Không thể bắt đầu chấm bài. Vui lòng thử lại.,Không thể bắt đầu bài viết. Vui lòng thử lại.
Không tìm thấy phiên,Không thể tìm thấy phiên bản
Không tìm thấy phiên học nào,Không thể tìm thấy bất kỳ phiên bản học nào
Khởi tạo Chấm MCQ qua Form,Khởi tạo MCQ chấm qua Form
Khởi tạo Chấm MCQ qua Ảnh,Khởi tạo MCQ chấm qua Ảnh
Kiến thức tổng hợp,Tổng hợp kiến ​​thức
Know + Understand,Biết + Hiểu
Knowledge,Kiến thức
Kéo thả hoặc click để upload file,Kéo thả hoặc click để tải lên file
Kết nối trực tiếp với các bài nộp trên hệ thống. Tự động chấm và gửi phản hồi cho sinh viên.,Kết nối trực tiếp với các bài viết trên hệ thống. Tự động chấm và gửi phản hồi cho sinh viên.
Kỷ nguyên giáo dục mới,Giáo dục mới kỷ nguyên
Language,Ngôn ngữ
Language Preference,Tùy chọn ngôn ngữ
Language updated successfully. Reloading...,Đã cập nhật ngôn ngữ thành công. Đang tải lại...
Last Active,Hoạt động lần cuối
Last Name,Họ
Launch AI Process,Khởi chạy Quy trình AI
LAW-208 / Case Analysis / 11 submissions,LAW-208 / Phân tích tình huống / 11 bài nộp
Leaderboard,Bảng xếp hạng
Learn concepts through scaffolded questioning and image-based support.,Học các khái niệm qua phương pháp gợi mở và hỗ trợ bằng hình ảnh.
learned,đã học
Learner,Người học
Learning,Học hỏi
Learning Consistency,Tính nhất quán trong học tập
Learning Hours,Giờ học
Learning Objectives,Mục tiêu học tập
Learning Outcomes,Kết quả học tập
Learning Paths,Lộ trình học tập
Learning Streak,Chuỗi ngày học
Learning through suggestive methods to train thinking.,Học tập qua phương pháp gợi mở để rèn luyện tư duy.
Learning Tips,Mẹo học tập
Left at,Còn lại lúc
Lesson,Bài học
Lesson Completion,Hoàn thành bài học
Lesson created successfully,Bài học được tạo thành công
Lesson deleted successfully,Bài học đã được xóa thành công
Lesson Index,Mục lục bài học
Lesson moved successfully,Bài học đã được chuyển thành công
Lesson Plan,Kế hoạch bài học
Lesson Plan Details,Chi Tiết Giáo Án
Lesson Planning,Kế hoạch bài học
Lesson Progress,Tiến độ bài học
Lesson updated successfully,Bài học được cập nhật thành công
Lessons,Các bài học
lessons,bài học
"Let's start by creating a new lesson plan with RAG Retriever, Illustrator, and professional lecture review.","Hãy bắt đầu bằng cách soạn giáo án mới với RAG Retriever, Illustrator và tính năng duyệt bài giảng chuyên nghiệp."
Let's start the quiz.,Hãy bắt đầu bài kiểm tra.
Level,Mức độ
Limit Questions To,Giới hạn câu hỏi
Linked to Sessions,Đã liên kết với các phiên
LinkedIn,LinkedIn
LinkedIn ID,ID LinkedIn
Listening & Reading / Speaking & Writing,Nghe & Đọc / Nói & Viết
Lists,Danh sách
Literature,Ngữ văn
Live,Đang diễn ra
Live Class,Lớp học trực tiếp
live class,lớp học trực tiếp
live classes,lớp học trực tiếp
Livecode URL,URL mã trực tiếp
Liên hệ Hỗ trợ Kỹ thuật,Kỹ thuật hỗ trợ liên hệ
LMS Learning Support,Hỗ trợ học tập LMS
LMS Quiz created successfully!,Tạo LMS Quiz thành công!
Load More,Tải thêm
Loading documents...,Đang tải tài liệu...
Loading feedback data...,Đang tải dữ liệu phản hồi...
Loading gradebook...,Đang tải sổ điểm...
Loading grades...,Đang tải điểm...
Loading more...,Đang tải thêm...
Loading resources...,Đang tải dữ liệu...
Loading rubric details...,Đang tải chi tiết phiếu tự đánh giá...
Loading...,Đang tải...
Local,Địa phương
Locked,Đã khóa
Log in,Đăng nhập
Log out,Đăng xuất
Login,Đăng nhập
Login to apply,Đăng nhập để áp dụng
Login to Frappe Cloud,Đăng nhập vào đám mây Frappe
Login to Frappe Cloud?,Đăng nhập vào đám mây Frappe?
Logo,Logo
Longest Streak,Vệt dài nhất
Looking for new work or hiring talent?,Đang tìm kiếm công việc mới hoặc tuyển dụng nhân tài?
Low,Thấp
Low Scores (<5),Điểm thấp (<5)
Luck,May mắn
Lý tưởng cho các bài thi định kỳ. Quản lý danh sách học sinh và phê duyệt điểm hàng loạt.,Lý tưởng cho các bài định kỳ. Quản lý danh sách học sinh và phê duyệt hàng loạt.
Lỗi kết nối hoặc Timeout. AI vẫn đang chạy ngầm,vui lòng đợi hoặc nạp lại trang.
Maintain depth of thought.,Duy trì độ sâu tư duy.
Make a study plan for this chapter,Lên kế hoạch học tập cho chương này
Make an Announcement,Thực hiện một thông báo
Make notes for quick revision. Press / for menu.,Ghi chú để sửa đổi nhanh chóng. Nhấn / để vào menu.
Making certain progress.,Đang có tiến bộ nhất định.
Manage AI Question Resource Hub,Quản lý kho tài nguyên đề thi AI
Manage and export your assessment criteria.,Quản lý và xuất tiêu chí đánh giá của bạn.
Manage Badges,Quản lý huy hiệu
Manage Batch,Quản lý lớp
Manage grading workflows from here.,Quản lý quy trình chấm điểm tại đây.
Manage student grades,skills
"Manage student grades, skills, and pending AI submissions","Quản lý điểm, kỹ năng của học sinh và bài nộp AI đang chờ xử lý"
Manage the course,Quản lý khóa học
Manage third party apps,Quản lý ứng dụng bên thứ ba
